SensorA = target
SensorB = available
{bandsB; cwlsB; beta_hat} = bands, centre wavelengths, and coefficients in comma-delimited form
*) band numbers start counting at zero
**) centre wavelengths are expressed in nm
***) first coefficient listed is the constant

sensorA;bandA;cwlA;sensorB;{bandsB};{cwlsB};{beta_hat};AIC;var_y_given_X
landsat8_oli;6;1608.859000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00341685335481, -0.000396262639244, 0.0390538123939, -0.0145836122758, 0.985069718742;-1161.746724;0.000006
landsat8_oli;6;1608.859000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00341685335481, -0.000396262639244, 0.0390538123939, -0.0145836122758, 0.985069718742;-1161.746724;0.000006
landsat8_oli;6;1608.859000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00140968774327, 0.0193309883354, -0.0455532020822, 0.0521729405294, -0.00246900524777, 1.0192004119, -0.0361780208813;-1106.109071;0.000010
landsat8_oli;6;1608.859000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0779110120167, -0.255370086634, 1.87246197311, -1.81218910877, 1.41388113958;-450.352947;0.001909
landsat8_oli;6;1608.859000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697;0.0370591698905, 3.76248613303, -4.69983798991, 1.05759351201, 0.967497617468, -1.19401520721, -0.156521085813, -2.94481950881, 3.69102876991, 0.674078678139, 0.863333416894, -1.91177091141, 7.09942936976, -43.4708870264, 37.7206747239;-507.034246;0.001033
landsat8_oli;6;1608.859000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.000182459115461, 0.02619943426, -0.046389051401, 0.037958429157, -0.00391960364122, 1.01212166017, -0.0232962019831;-1187.855947;0.000005
landsat8_oli;6;1608.859000;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;0.136381527469, -0.659506707186, 0.0162891844162, 2.05265030693, -0.449531174189;-403.951566;0.002767
landsat8_oli;7;2200.728500;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;0.0385045661683, -2.83384757677, 6.72731676033, -4.14710347798, 0.516829048478, 0.955377799751, -1.13559680678, 0.557041326773, -8.21795515798, 3.61718756159, 4.61228964317, 0.515320871928, -4.58049401142, -1.82274301037, 1.32215870049, 22.1049392501, -18.1396919347, 12.6386535414, -32.6480505181, 25.6548226391, -8.67774618954, 4.18654953913;-539.613673;0.000712
landsat8_oli;7;2200.728500;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;-0.000157674897571, -0.0168725771893, 0.0210143263791, -0.0125565883571, -0.00620596781488, 0.0145975803207, -0.0101156857966, 0.091424430069, -0.184047415371, 0.0963222306558, 0.0060681448291, -0.000926389108899, -0.0170238337923, 1.01750560519;-1605.609799;0.000000
landsat8_oli;7;2200.728500;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00339403114162, -0.0655007616729, 0.0466038008087, -0.00941945742305, -0.00528888365505, 0.047733136825, 0.974273073933;-1049.523215;0.000015
landsat8_oli;7;2200.728500;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00163580009148, 0.0806884916333, 0.0168561829886, -0.0623150503412, 0.0276903425849, -0.102290162121, 0.292284766834, 0.716260607928;-956.627114;0.000032
landsat8_oli;7;2200.728500;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.00164932828527, 0.0176004702771, -0.0204929990211, 0.000208683235975, -0.00211858572996, 0.0382913478505, 0.971058881538;-1380.470693;0.000001
landsat8_oli;7;2200.728500;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0751938584307, -0.343759662653, 1.61713154044, -1.00318872083, 0.655920588303;-456.377836;0.001819
landsat8_oli;7;2200.728500;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00169257865716, 0.0819002517713, 0.0155884796898, -0.0618377483307, 0.0276758014294, -0.10200685494, 0.291009560216, 0.717454463008;-957.022463;0.000032
landsat8_oli;7;2200.728500;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.0039454718444, 0.219428405892, 0.100260145121, -0.140018001516, 0.752832575685;-627.582435;0.000462
landsat8_oli;7;2200.728500;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.0039454718444, 0.219428405892, 0.100260145121, -0.140018001516, 0.752832575685;-627.582435;0.000462
landsat8_oli;7;2200.728500;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.00160750912418, 0.0174930861734, -0.0199279278004, -6.86404069944e-05, -0.00212167041625, 0.0385799843907, 0.970599218365;-1383.072339;0.000001
landsat8_oli;7;2200.728500;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0764937696864, -0.33069931098, 1.66530725417, -1.06164720853, 0.652346629773;-455.703285;0.001829
landsat8_oli;7;2200.728500;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697;0.0410791687593, 4.2012368253, -4.92952352123, 3.48473483303, -1.57631864137, -1.33520053716, 1.28338849392, -8.34339440082, 7.92255248053, 0.591197915058, -0.230580173378, -1.05312003237, 6.86787880269, -33.3851746498, 27.9225314662;-504.590538;0.001054
landsat8_oli;7;2200.728500;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.00162017086822, 0.0135353312652, 0.000197149783346, -0.0152502489745, -0.00372023874572, 0.0562675366891, 0.951070210735;-1307.989219;0.000002
landsat8_oli;7;2200.728500;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.0981930631692, 0.722987919661, -1.23320548993, 1.5961907998, 0.0578545892058, -0.140703141416;-446.068054;0.001944
landsat8_oli;9;1373.433500;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0;0.0993819969373, -8.58212233874, 12.2873133961, 0.862206611327, -19.153570884, 17.5608832883, -3.02673109105, -2.31588290215, -12.9602330557, 19.2480728356, -4.53016590419, 1.31189137316, 1.01818868313, 33.8008710242, -57.5479011967, 7.44184993827, 21.5581659485, -37.3705039095, 31.2233081021;-440.827931;0.001646
landsat8_oli;9;1373.433500;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666;-0.00100157816631, 0.173286023047, -0.192356150017, 0.0564675754781, -0.0311912064838, -0.00854669142097, -0.0675910397949, 1.88149928497, -4.85521840905, 3.22407116906, -0.223257753645, 1.10380285346, -0.049151718605;-826.838272;0.000083
landsat8_oli;9;1373.433500;sentinel3_slstr;0, 1, 2, 3, 4;555.0, 659.0, 865.0, 1375.0, 1610.0;0.0044669927249, -0.030889174757, 0.0168148566749, 0.00394376435102, 1.04104884114, -0.0612875079995;-983.391832;0.000026
landsat8_oli;9;1373.433500;aqua;2, 3, 0, 1, 4, 5;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832;0.089461807815, 0.148946239928, -0.141610466773, -0.153175114876, 0.00189024246771, -0.00356641529034, 0.709819344283;-387.745278;0.003050
landsat8_oli;9;1373.433500;landsat5_tm;0, 1, 2, 3, 4;485.0, 560.0, 660.0, 830.0, 1650.0;0.0917077008934, 0.621407789548, -0.997910299462, 0.249779834807, 0.0618303292887, 0.682266919071;-392.096180;0.002994
landsat8_oli;9;1373.433500;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.154471178119, -0.341375047375, 1.17176567249, -1.02208277374, 0.827883651941;-353.673285;0.004136
landsat8_oli;9;1373.433500;terra;2, 3, 0, 1, 4, 5;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053;0.0894072004515, 0.147952520597, -0.142121354314, -0.151189477856, 0.00240055310366, -0.00559955253137, 0.710428262494;-387.758679;0.003050
landsat8_oli;9;1373.433500;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.0929655245329, -0.0238343070229, -0.114493117768, -0.019356696899, 0.688870565254;-391.422481;0.003058
landsat8_oli;9;1373.433500;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.0929655245329, -0.0238343070229, -0.114493117768, -0.019356696899, 0.688870565254;-391.422481;0.003058
landsat8_oli;9;1373.433500;landsat4_tm;0, 1, 2, 3, 4;485.0, 560.0, 660.0, 830.0, 1650.0;0.0910451907821, 0.630234070362, -1.01502616391, 0.257981773209, 0.0633086160875, 0.685077357214;-392.425703;0.002986
landsat8_oli;9;1373.433500;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.157066433954, -0.352482786805, 1.23368296993, -1.04946724843, 0.799018872314;-352.883005;0.004163
landsat8_oli;9;1373.433500;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697;0.108083347328, 0.807948748879, 4.33544654466, -21.5700051362, 19.6787004632, -3.07640641068, -2.77207031899, -6.39633210413, 8.30727574897, 1.46449410393, -4.13126565549, 8.30795347381, -0.163910553165, -29.1398134963, 25.186940325;-442.874221;0.001727
landsat8_oli;9;1373.433500;landsat7;0, 1, 2, 3, 4;485.0, 560.0, 660.0, 835.0, 1650.0;0.0945443182846, 0.452706507753, -0.660195211565, 0.0795913050832, 0.037264192541, 0.682879317585;-390.019430;0.003044
landsat8_oli;9;1373.433500;rapideye;0, 1, 2;475.0, 555.0, 657.5;0.182249933588, 0.374654955767, -1.01663987746, 1.26457038297;-347.501121;0.004416
sentinel3_olci;1;400.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.00132249796393, 2.21248661978, -1.344677848, 0.104069931717, 0.00388061894005, -0.0110196822958, -0.0051327450126, -0.0142913482212, 0.0343809752741;-1085.342111;0.000011
sentinel3_olci;1;400.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;-0.00281056061492, 1.98461770868, -1.28893867392, 0.330603100861, -0.0421621096209, 0.0162385427918, -0.088786817613, -0.307664966228, 0.661953812002, -0.28748660547, -0.02447953814, 0.00617339939228, -0.0342786687243, 0.0492779596463;-1075.840267;0.000011
sentinel3_olci;1;400.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00292659398734, 0.635558927669, -0.106470660062, -0.0503253740466, 0.00626742336212, -0.205533950456, 0.320442822178;-750.596481;0.000167
sentinel3_olci;1;400.000000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00635490444327, 0.972683655905, -0.158651451692, -0.059185489706, 0.000952289974061, 0.0467879059743, -0.0675450800358, 0.0895160289875;-836.648094;0.000083
sentinel3_olci;1;400.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00398329128149, 0.776510627282, -0.0141896337253, -0.112806620291, 0.0112070985526, -0.0898386199377, 0.177844835407;-809.666513;0.000104
sentinel3_olci;1;400.000000;landsat5_mss;0, 1, 2;550.0, 650.0, 750.0;0.00565988037848, 0.852352640606, -0.167864036013, -0.0935773949509;-748.387512;0.000179
sentinel3_olci;1;400.000000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00637790047754, 0.975509582207, -0.160238482741, -0.0590584448699, 0.00103319431744, 0.0468286618825, -0.0671062909074, 0.0889918309227;-837.645815;0.000082
sentinel3_olci;1;400.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00541668304939, 0.875674141721, -0.0935697163562, -0.00597785030982, 0.0386479717622;-851.328799;0.000077
sentinel3_olci;1;400.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00541668304939, 0.875674141721, -0.0935697163562, -0.00597785030982, 0.0386479717622;-851.328799;0.000077
sentinel3_olci;1;400.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00394137286595, 0.778659591557, -0.0161755098542, -0.111561875889, 0.0111767274036, -0.0901387547993, 0.177587804552;-810.238289;0.000104
sentinel3_olci;1;400.000000;landsat4_mss;0, 1, 2;550.0, 650.0, 750.0;0.00544740690369, 0.83934342902, -0.147992641265, -0.09356173137;-750.684511;0.000175
sentinel3_olci;1;400.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057;0.000530636612135, 1.27421144017, -0.254061616294, 0.0215066635144, -0.0490837832395, 0.0158238725757, -0.106877128056, 0.499782675252, -0.404234316549, 0.00204983938448, 0.0757656815273, -0.249180439592, 0.230614178663, -0.0565807021036;-1410.900927;0.000001
sentinel3_olci;1;400.000000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;-0.00499120411328, 0.885331169929, -0.119192686512, -0.0822048992302, 0.0170341055427, -0.0578741187058, 0.135076947441;-821.450387;0.000095
sentinel3_olci;1;400.000000;rapideye;0, 1;475.0, 555.0;0.000592655246229, 0.97366478413, -0.190748412296;-817.552550;0.000104
sentinel3_olci;2;412.500000;landsat8_oli;0, 1, 2, 3, 4, 7, 5;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859;-0.00223802101812, 1.9686945134, -1.05990646566, 0.0748636227083, 0.00210868976396, -0.0121203255795, 0.00126886378741, 0.011662101777;-1143.957032;0.000007
sentinel3_olci;2;412.500000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;-0.0033547592894, 1.76367958672, -1.00356042752, 0.264667450025, -0.0387181093989, 0.0122629185538, -0.0816847870286, -0.183320863468, 0.486440733428, -0.275688999393, 0.0205940878447, 0.00941896016796, -0.0303183862466, 0.0408266263459;-1131.251979;0.000007
sentinel3_olci;2;412.500000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.0026699322473, 0.669065623041, -0.103667460106, -0.0564237967723, 0.0123182434095, -0.189141517559, 0.29267506134;-765.469376;0.000149
sentinel3_olci;2;412.500000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00633211192387, 0.981851953042, -0.1342057644, -0.0576526480938, -0.00529005968991, 0.0508698471666, -0.056664280991, 0.0730919508409;-877.316470;0.000060
sentinel3_olci;2;412.500000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00412323200734, 0.827480471253, -0.0370848571065, -0.0989485868241, 0.00898093631584, -0.06146041451, 0.140081183565;-842.771747;0.000080
sentinel3_olci;2;412.500000;landsat5_mss;0, 1, 2;550.0, 650.0, 750.0;0.00593055168611, 0.893844449856, -0.176814279814, -0.0958932768429;-770.085739;0.000150
sentinel3_olci;2;412.500000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00634903896718, 0.984140557967, -0.135417562031, -0.0574454569598, -0.00519825858021, 0.0507546323373, -0.0561093404873, 0.0725219072825;-878.475272;0.000059
sentinel3_olci;2;412.500000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00518973811169, 0.898304147112, -0.0870704867571, -0.00527113987588, 0.0386808417766;-898.450211;0.000053
sentinel3_olci;2;412.500000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00518973811169, 0.898304147112, -0.0870704867571, -0.00527113987588, 0.0386808417766;-898.450211;0.000053
sentinel3_olci;2;412.500000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00409929374306, 0.829738709853, -0.0393894831236, -0.0974571458438, 0.00894951370894, -0.0615223583252, 0.139626548029;-843.454605;0.000080
sentinel3_olci;2;412.500000;landsat4_mss;0, 1, 2;550.0, 650.0, 750.0;0.00570506422653, 0.88010957722, -0.156011827511, -0.0957638744492;-773.097149;0.000147
sentinel3_olci;2;412.500000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057;2.18288758629e-05, 1.01833284304, -0.0201969779423, 0.00769326403689, -0.00612021762733, 0.000784219946379, -0.0037314397677, 0.0186928271791, -0.0153746024692, 4.98686843422e-05, 0.0029945394997, -0.0090657364224, 0.00860026979707, -0.00243081448533;-2172.109761;0.000000
sentinel3_olci;2;412.500000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;-0.00492914433541, 0.91802026885, -0.118383299952, -0.0756159329536, 0.0135853446269, -0.0337078009106, 0.10265927743;-857.401271;0.000071
sentinel3_olci;2;412.500000;rapideye;0, 1;475.0, 555.0;0.000612757886107, 0.983578156859, -0.170903115297;-853.811470;0.000078
sentinel3_olci;3;442.500000;landsat8_oli;0, 1, 2, 3, 4, 7, 5;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859;4.39383287986e-05, 0.99919478428, 0.00187530993144, -0.00102167846284, 0.000327170377744, 0.000131207905464, -8.80924254448e-05, -0.000197980218145;-2205.928208;0.000000
sentinel3_olci;3;442.500000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666;-1.35635600917e-05, 1.02220366192, -0.0253135372453, 0.00324406821414, 0.000667876197667, -0.000866829642918, -0.000358399376143, 0.00581958001393, -0.0187591872297, 0.0136243524589, -0.000468821928113, 0.000169288294268, -9.30929584652e-05;-2322.230226;0.000000
sentinel3_olci;3;442.500000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00740357713855, 0.770731005818, -0.0658981344608, -0.0671450720591, 0.008457307708, -0.175973193642, 0.240003307293;-801.475876;0.000111
sentinel3_olci;3;442.500000;aqua;2, 3, 0, 1, 4;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039;-0.00158846448986, 1.03665842093, -0.0925820247255, -0.0157628321255, 0.00258853533862, 0.0132159161987;-1124.560130;0.000009
sentinel3_olci;3;442.500000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00104292899074, 0.980297244746, -0.096171320848, -0.0334761015893, 0.0106944565788, -0.0335801701048, 0.0650754325684;-1014.496411;0.000020
sentinel3_olci;3;442.500000;landsat5_mss;0, 1, 2;550.0, 650.0, 750.0;0.00625067996504, 1.04521488806, -0.226682674171, -0.0933760054235;-836.376578;0.000088
sentinel3_olci;3;442.500000;terra;2, 3, 0, 1, 4;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011;-0.00159517059945, 1.03711482918, -0.0921524870979, -0.0156284907462, 0.00253187940747, 0.0131952230047;-1128.013880;0.000008
sentinel3_olci;3;442.500000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.000998015349363, 0.976299305591, -0.0329822977489, 0.000236599484991, 0.00960521522583;-1201.006181;0.000005
sentinel3_olci;3;442.500000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.000998015349363, 0.976299305591, -0.0329822977489, 0.000236599484991, 0.00960521522583;-1201.006181;0.000005
sentinel3_olci;3;442.500000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00102730084469, 0.981865533781, -0.0982813654465, -0.0315184312948, 0.0105980271148, -0.0335301706729, 0.0646119935714;-1016.284549;0.000020
sentinel3_olci;3;442.500000;landsat4_mss;0, 1, 2;550.0, 650.0, 750.0;0.0059804369725, 1.02885607323, -0.20306545917, -0.0922502846825;-843.522362;0.000083
sentinel3_olci;3;442.500000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057;1.02439240461e-05, -0.0116039872838, 1.00260152795, 0.0159610464751, -0.0069384660241, 0.00032818194979, -0.000743784970664, 0.00525078446831, -0.0048790036382, 0.000276211795298, 0.000636053545924, -0.002198942416, 0.00288542912508, -0.00125217493463;-2290.380798;0.000000
sentinel3_olci;3;442.500000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;-0.00136630180142, 1.01906836722, -0.110965133153, -0.0302099435048, 0.0122025590167, -0.0163527788278, 0.0410554308728;-1053.681735;0.000015
sentinel3_olci;3;442.500000;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;-7.00097670584e-05, 1.10724236351, -0.206137591535, -0.024561421303, 0.0492325150448;-1062.348663;0.000014
sentinel3_olci;4;490.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.000152363076193, -0.224016323341, 1.23878062783, -0.0263657183855, 0.00839995474611, -0.00138263604055, -0.00080047026754, 0.00399970971358, -0.00273721868443;-1743.296696;0.000000
sentinel3_olci;4;490.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;0.000781366686245, 0.0173393637465, 1.06814887293, -0.114679088245, 0.0428456539934, -0.0212967610776, 0.0125746579724, -0.139423764708, 0.429995523079, -0.311042684748, 0.0136836587582, -0.00604801530888, 0.00911105829563, -0.00782065566295;-1605.638588;0.000000
sentinel3_olci;4;490.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.0094488468259, 0.871369993479, 0.000167281239438, -0.0874951700929, 0.00291687540703, -0.136213987761, 0.168001973456;-812.945020;0.000102
